datetime,pollen_utsunomiya,pollen_chiba,pollen_tokyo
2020040101,8,8,8
2020040102,8,8,8
2020040103,8,8,8
2020040104,8,8,8
2020040105,8,8,8
2020040106,8,8,8
2020040107,8,8,8
2020040108,8,8,8
2020040109,8,8,8
2020040110,8,8,8
2020040111,8,8,8
2020040112,8,8,8
2020040113,8,8,8
2020040114,8,8,8
2020040115,8,8,8
2020040116,8,8,8
2020040117,8,8,8
2020040118,8,8,8
2020040119,8,8,8
2020040120,8,8,8
2020040121,8,8,8
2020040122,8,8,8
2020040123,8,8,8
2020040124,8,8,8
2020040201,8,8,8
2020040202,8,8,8
2020040203,8,8,8
2020040204,8,8,8
2020040205,8,8,8
2020040206,8,8,8
2020040207,8,8,8
2020040208,8,8,8
2020040209,8,8,8
2020040210,8,8,8
2020040211,8,8,8
2020040212,8,8,8
2020040213,8,8,8
2020040214,8,8,8
2020040215,8,8,8
2020040216,8,8,8
2020040217,8,8,8
2020040218,8,8,8
2020040219,8,8,8
2020040220,8,8,8
2020040221,8,8,8
2020040222,8,8,8
2020040223,8,8,8
2020040224,8,8,8
2020040301,8,8,8
2020040302,8,8,8
2020040303,8,8,8
2020040304,8,8,8
2020040305,8,8,8
2020040306,8,8,8
2020040307,8,8,8
2020040308,8,8,8
2020040309,8,8,8
2020040310,8,8,8
2020040311,8,8,8
2020040312,8,8,8
2020040313,8,8,8
2020040314,8,8,8
2020040315,8,8,8
2020040316,8,8,8
2020040317,8,8,8
2020040318,8,8,8
2020040319,8,8,8
2020040320,8,8,8
2020040321,8,8,8
2020040322,8,8,8
2020040323,8,8,8
2020040324,8,8,8
2020040401,8,8,8
2020040402,8,8,8
2020040403,8,8,8
2020040404,8,8,8
2020040405,8,8,8
2020040406,8,8,8
2020040407,8,8,8
2020040408,8,8,8
2020040409,8,8,8
2020040410,8,8,8
2020040411,8,8,8
2020040412,8,8,8
2020040413,8,8,8
2020040414,8,8,8
2020040415,8,8,8
2020040416,8,8,8
2020040417,8,8,8
2020040418,8,8,8
2020040419,8,8,8
2020040420,8,8,8
2020040421,8,8,8
2020040422,8,8,8
2020040423,8,8,8
2020040424,8,8,8
2020040501,8,8,8
2020040502,8,8,8
2020040503,8,8,8
2020040504,8,8,8
2020040505,8,8,8
2020040506,8,8,8
2020040507,8,8,8
2020040508,8,8,8
2020040509,8,8,8
2020040510,8,8,8
2020040511,8,8,8
2020040512,8,8,8
2020040513,8,8,8
2020040514,8,8,8
2020040515,8,8,8
2020040516,8,8,8
2020040517,8,8,8
2020040518,8,8,8
2020040519,8,8,8
2020040520,8,8,8
2020040521,8,8,8
2020040522,8,8,8
2020040523,8,8,8
2020040524,8,8,8
2020040601,8,8,8
2020040602,8,8,8
2020040603,8,8,8
2020040604,8,8,8
2020040605,8,8,8
2020040606,8,8,8
2020040607,8,8,8
2020040608,8,8,8
2020040609,8,8,8
2020040610,8,8,8
2020040611,8,8,8
2020040612,8,8,8
2020040613,8,8,8
2020040614,8,8,8
2020040615,8,8,8
2020040616,8,8,8
2020040617,8,8,8
2020040618,8,8,8
2020040619,8,8,8
2020040620,8,8,8
2020040621,8,8,8
2020040622,8,8,8
2020040623,8,8,8
2020040624,8,8,8
2020040701,8,8,8
2020040702,8,8,8
2020040703,8,8,8
2020040704,8,8,8
2020040705,8,8,8
2020040706,8,8,8
2020040707,8,8,8
2020040708,8,8,8
2020040709,8,8,8
2020040710,8,8,8
2020040711,8,8,8
2020040712,8,8,8
2020040713,8,8,8
2020040714,8,8,8
2020040715,8,8,8
2020040716,8,8,8
2020040717,8,8,8
2020040718,8,8,8
2020040719,8,8,8
2020040720,8,8,8
2020040721,8,8,8
2020040722,8,8,8
2020040723,8,8,8
2020040724,8,8,8
2020040801,8,8,8
2020040802,8,8,8
2020040803,8,8,8
2020040804,8,8,8
2020040805,8,8,8
2020040806,8,8,8
2020040807,8,8,8
2020040808,8,8,8
2020040809,8,8,8
2020040810,8,8,8
2020040811,8,8,8
2020040812,8,8,8
2020040813,8,8,8
2020040814,8,8,8
2020040815,8,8,8
2020040816,8,8,8
2020040817,8,8,8
2020040818,8,8,8
2020040819,8,8,8
2020040820,8,8,8
2020040821,8,8,8
2020040822,8,8,8
2020040823,8,8,8
2020040824,8,8,8
2020040901,8,8,8
2020040902,8,8,8
2020040903,8,8,8
2020040904,8,8,8
2020040905,8,8,8
2020040906,8,8,8
2020040907,8,8,8
2020040908,8,8,8
2020040909,8,8,8
2020040910,8,8,8
2020040911,8,8,8
2020040912,8,8,8
2020040913,8,8,8
2020040914,8,8,8
2020040915,8,8,8
2020040916,8,8,8
2020040917,8,8,8
2020040918,8,8,8
2020040919,8,8,8
2020040920,8,8,8
2020040921,8,8,8
2020040922,8,8,8
2020040923,8,8,8
2020040924,8,8,8
2020041001,8,8,8
2020041002,8,8,8
2020041003,8,8,8
2020041004,8,8,8
2020041005,8,8,8
2020041006,8,8,8
2020041007,8,8,8
2020041008,8,8,8
2020041009,8,8,8
2020041010,8,8,8
2020041011,8,8,8
2020041012,8,8,8
2020041013,8,8,8
2020041014,8,8,8
2020041015,8,8,8
2020041016,8,8,8
2020041017,8,8,8
2020041018,8,8,8
2020041019,8,8,8
2020041020,8,8,8
2020041021,8,8,8
2020041022,8,8,8
2020041023,8,8,8
2020041024,8,8,8
2020041101,8,8,8
2020041102,8,8,8
2020041103,8,8,8
2020041104,8,8,8
2020041105,8,8,8
2020041106,8,8,8
2020041107,8,8,8
2020041108,8,8,8
2020041109,8,8,8
2020041110,8,8,8
2020041111,8,8,8
2020041112,8,8,8
2020041113,8,8,8
2020041114,8,8,8
2020041115,8,8,8
2020041116,8,8,8
2020041117,8,8,8
2020041118,8,8,8
2020041119,8,8,8
2020041120,8,8,8
2020041121,8,8,8
2020041122,8,8,8
2020041123,8,8,8
2020041124,8,8,8
2020041201,8,8,8
2020041202,8,8,8
2020041203,8,8,8
2020041204,8,8,8
2020041205,8,8,8
2020041206,8,8,8
2020041207,8,8,8
2020041208,8,8,8
2020041209,8,8,8
2020041210,8,8,8
2020041211,8,8,8
2020041212,8,8,8
2020041213,8,8,8
2020041214,8,8,8
2020041215,8,8,8
2020041216,8,8,8
2020041217,8,8,8
2020041218,8,8,8
2020041219,8,8,8
2020041220,8,8,8
2020041221,8,8,8
2020041222,8,8,8
2020041223,8,8,8
2020041224,8,8,8
2020041301,8,8,8
2020041302,8,8,8
2020041303,8,8,8
2020041304,8,8,8
2020041305,8,8,8
2020041306,8,8,8
2020041307,8,8,8
2020041308,8,8,8
2020041309,8,8,8
2020041310,8,8,8
2020041311,8,8,8
2020041312,8,8,8
2020041313,8,8,8
2020041314,8,8,8
2020041315,8,8,8
2020041316,8,8,8
2020041317,8,8,8
2020041318,8,8,8
2020041319,8,8,8
2020041320,8,8,8
2020041321,8,8,8
2020041322,8,8,8
2020041323,8,8,8
2020041324,8,8,8
2020041401,8,8,8
2020041402,8,8,8
2020041403,8,8,8
2020041404,8,8,8
2020041405,8,8,8
2020041406,8,8,8
2020041407,8,8,8
2020041408,8,8,8
2020041409,8,8,8
2020041410,8,8,8
2020041411,8,8,8
2020041412,8,8,8
2020041413,8,8,8
2020041414,8,8,8
2020041415,8,8,8
2020041416,8,8,8
2020041417,8,8,8
2020041418,8,8,8
2020041419,8,8,8
2020041420,8,8,8
2020041421,8,8,8
2020041422,8,8,8
2020041423,8,8,8
2020041424,8,8,8
