datetime,pollen_utsunomiya,pollen_chiba,pollen_tokyo
2020040101,133.08947696205837,11.099699086772539,8.108405491457034
2020040102,81.50891841962259,10.934696058652133,7.053267821682444
2020040103,351.7660470583318,12.61787946022855,7.642586069963651
2020040104,18.920915664968774,11.476082117091899,12.770423021492125
2020040105,70.27940306919831,13.963789477778288,10.125820056886418
2020040106,429.58352016919406,18.169616295839184,21.271673350807653
2020040107,152.2740048657655,13.788110099915496,4.72287054962544
2020040108,44.2326284663167,34.71776417039325,64.10560260675302
2020040109,154.06302226740576,41.55834668873776,63.39943213325343
2020040110,208.66774749550447,24.124975227232003,58.52800626225411
2020040111,63.821431573941894,-1.4706033385795325,22.110375878870286
2020040112,83.56432473205153,0.7632584235359765,0.94032769344197
2020040113,104.21494604069109,28.352551893624117,31.32642930669827
2020040114,0.7412833896136757,-12.856272211115463,17.394409365847174
2020040115,6.974296097762091,-11.638517889813066,14.467454755419714
2020040116,18.05612221464635,-9.701658564067637,10.798863611813545
2020040117,58.12608005361938,30.665628675818894,36.66244075043158
2020040118,40.951188527766234,21.147875066854997,29.543455710694822
2020040119,69.03649154657458,15.258720834200037,36.75780035217518
2020040120,107.07924197725487,-3.8526751953608716,36.28628727062547
2020040121,86.75197383472316,23.73243690118576,38.93630201696658
2020040122,101.96854727533653,43.01265134116213,38.4544702060539
2020040123,0.06601134013507204,34.3432301960218,8.99585115719631
2020040124,42.13519312168246,28.964378738612623,24.42994910314623
2020040201,-0.49546910872744243,9.897717221718208,9.314801285868024
2020040202,10.578096834026972,10.227312382378328,13.65496437482122
2020040203,9.65817468388784,10.243967140276352,29.930088524349777
2020040204,60.760582355857565,14.972640754807568,19.040266096186745
2020040205,112.26710210494953,20.352042362428147,22.834044735785316
2020040206,233.56932213608803,10.190254762650932,40.23342142789839
2020040207,81.32106994886888,14.517626119242827,13.6234511718242
2020040208,11.978167260319895,46.38693702590164,23.45109316736565
2020040209,52.98465142213535,30.8523556570426,16.16929697508622
2020040210,147.47902181729518,21.80763392606798,14.504220307006815
2020040211,50.39721336049949,21.0542430280627,17.974701301122312
2020040212,54.07401848074009,21.22345891334726,21.21178158763228
2020040213,58.04850992882379,18.0803706535887,2.0215384743485796
2020040214,43.65046722170891,16.51314868255582,3.025314764558132
2020040215,39.910403259348215,18.498767133565654,5.8034508540218726
2020040216,49.64273416901361,18.44238951479542,26.074078998651757
2020040217,-6.521633866543828,12.436080737318564,10.316775451191466
2020040218,77.79346735232721,16.639337588375746,15.335852812499096
2020040219,29.44735359034686,37.93461083251027,-2.055095874566332
2020040220,104.51081655550928,28.424137183218892,3.609080513474785
2020040221,-3.607967572126876,20.677664616734983,15.00533164141757
2020040222,35.11760770434286,35.3628994101536,13.81574505229969
2020040223,6.9295595003948804,17.616871284529175,-0.8311692048826559
2020040224,27.908980909567138,22.47430646439687,4.680448614650752
2020040301,-96.04436973560489,1.4590446798186396,31.13345415111179
2020040302,26.525437487417395,4.3610683456646155,15.587253796510671
2020040303,29.37257017507833,9.366767453442836,10.290500945118847
2020040304,247.31846306917873,13.022650822010254,4.92966841193582
2020040305,91.86780373231494,18.04886643543569,12.915700566459154
2020040306,136.88345433030943,16.804599537886574,7.426253180584526
2020040307,12.074682394544556,19.43120554186889,15.435422940941992
2020040308,68.63768758969661,20.471523710073985,6.438799369614269
2020040309,39.64826563955137,27.014468952683046,17.882850973072067
2020040310,15.29189163797082,16.290645691189862,19.847291230922888
2020040311,88.53546963324091,10.260250513166806,11.749857226610347
2020040312,70.29978572273171,46.24542647541887,10.338839708924121
2020040313,59.180146790910925,77.42606137831298,9.088897079711893
2020040314,55.6633141982162,29.646692519273266,10.630178609903448
2020040315,54.614236440421344,33.97393240077396,10.873293667687678
2020040316,57.04308809427598,23.690489759469276,20.07040726459774
2020040317,52.25477872941589,32.03171061821804,7.065953599107183
2020040318,47.62439277003165,12.211856208372568,11.978745000533804
2020040319,43.52821457428504,28.79658633563543,7.781376522974481
2020040320,70.59579060358696,31.761897891375597,5.156104054941944
2020040321,47.77933381379477,26.58276839155577,9.017944718332982
2020040322,71.21253982068093,35.659388855703455,6.894351676882368
2020040323,83.87419251832269,59.36098002241536,2.070592604901519
2020040324,72.83487974649123,40.72734903846252,19.866059334276535
2020040401,108.95735876030344,26.94151246434055,29.943643944680638
2020040402,56.90487365470695,41.3461628530731,21.466477128606652
2020040403,67.46704722753705,28.267524038383634,16.696704642744827
2020040404,90.30720474743654,28.228536257459552,22.844939274786835
2020040405,-11.571349438000917,33.17893009789723,26.676851540591386
2020040406,107.66967082905973,21.21459729645119,24.10875743602676
2020040407,65.60928802302102,42.04821771055436,52.289985873228765
2020040408,82.06773405863356,32.8378157284448,23.07744844382643
2020040409,34.98296305279346,21.153830805431134,23.941672049030004
2020040410,44.8631557298721,30.081367596653205,14.496843155784378
2020040411,77.2686164209381,41.77583543171604,15.570853568892016
2020040412,50.92865843567692,23.947828415537955,13.882501863620483
2020040413,54.44414940965327,26.21183657506915,12.48182842985346
2020040414,44.93184623749285,26.552764517845663,9.58553929440218
2020040415,39.86046743488754,22.067248806070157,2.4289579098750194
2020040416,108.30947095806319,25.538661917617357,17.182495818559218
2020040417,50.75842583733773,21.457410025532006,6.998644975707082
2020040418,56.37892798167737,26.988811724613438,17.724124761371343
2020040419,58.90324579372671,14.136426557423754,7.925304036333689
2020040420,122.65186243226347,21.166745472595057,14.787345423133553
2020040421,52.950781827186546,11.592857075011755,10.178125077222766
2020040422,112.48391756752537,16.1147595543348,23.717137563394964
2020040423,68.74248082882963,15.896159169572408,34.904583861206284
2020040424,54.208646234695,39.18788032455415,21.58465717124065
2020040501,44.77109838855441,10.966931313914921,27.963312694974956
2020040502,8.585872802954597,41.63240742479184,16.996178693445685
2020040503,86.20569112349365,72.01289539090615,30.07326765550689
2020040504,20.277110324626065,27.256818978854856,29.45887968557403
2020040505,540.0298408795323,44.318756511200654,31.967211447382798
2020040506,33.17014335442812,22.934010050219342,12.267492035924024
2020040507,44.90171947909718,46.71104272453896,23.332547858616415
2020040508,79.82410150709833,59.18498442063464,39.460022557156194
2020040509,92.56673853155563,67.45452770776873,37.76181799863021
2020040510,90.26911662432866,60.966852865186205,23.049226854595403
2020040511,131.4888503368461,58.204638954817966,38.00044130201784
2020040512,40.344112507945965,17.47720833062222,6.660240426383114
2020040513,76.69945213859658,21.289578928677063,35.14160760336515
2020040514,-6.9814147572486815,18.54267185921449,17.575071031217487
2020040515,45.90052303467439,12.721255394393646,20.69307078306382
2020040516,58.08116658214111,7.504178064172378,8.107557841282427
2020040517,38.479048329977765,24.687212667139278,14.249067954560182
2020040518,71.07912952598886,14.682961623833807,9.104707313153312
2020040519,30.513982686244276,40.479708565587956,13.1387151130273
2020040520,-11.866425228146278,94.60165949694881,14.214200991289974
2020040521,155.42137431287185,22.999419514219387,6.3060455306636864
2020040522,-22.22886899362008,12.771025166767217,1.435552525121529
2020040523,69.72955522537312,8.342477934991352,7.340653328340606
2020040524,-17.04002137367436,5.736463251997718,10.44948602133916
2020040601,14.227370980876442,65.70339309163246,14.815328884878033
2020040602,148.67082535885294,10.11438547530877,8.75531831406574
2020040603,273.31707178586225,12.903788895907155,26.437399968184636
2020040604,38.841179437308455,18.305068348130295,5.731701631635037
2020040605,71.5329764344273,15.716749731910584,11.440291845959695
2020040606,-47.89548707966838,16.084758596606935,0.6930958786454894
2020040607,104.45522249694089,32.392877744232344,13.507942802280882
2020040608,16.53145120681877,15.023263448880993,24.97922858716694
2020040609,37.68650387117727,29.578708092676152,18.599360030983366
2020040610,58.37075642571185,26.939325201892736,23.651191674942165
2020040611,35.51210445094973,11.115701770526815,10.736942230716066
2020040612,45.786468995032166,20.190275338053812,12.29755159167601
2020040613,51.698030928580884,4.0820235762660975,10.156365925718962
2020040614,22.769697934195953,14.160162989567775,10.796547061781393
2020040615,66.30879132574857,21.281401935496277,95.18970733753802
